STUDENT ID,DET_Region,METRO/NON-METRO,EDUCATION SECTOR,LOCAL GOVERNMENT AREA,SEX,STUDY STRAND,SES quartile (student residence),Country_of_birth,LOTE SPOKEN AT HOME,DESTINATION ,DESTINATION (including deferrals)
18578,NORTH-WESTERN VICTORIA,Metropolitan,Catholic,Yarra,M,VCE non-VET,Lowest,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
18579,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Yarra Ranges,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18580,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Kingston,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18581,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Greater Dandenong,M,VCE non-VET,Upper-middle,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
18582,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Moonee Valley,F,VCE VET,Upper-middle,Australia,No,Employed,Employed
18583,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Mornington Peninsula,M,VCAL only,Lower-middle,Australia,No,Employed,Employed
18584,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Maroondah,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18585,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Hobsons Bay,F,VCE non-VET,Lowest,Australia,No,Bachelor degree,Bachelor degree
18586,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Casey,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18587,NORTH-WESTERN VICTORIA,Metropolitan,Catholic,Yarra,F,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
18588,NORTH-WESTERN VICTORIA,Non-Metropolitan,Government,Campaspe,F,VCE non-VET,Lower-middle,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
18589,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Catholic,Ararat,F,VCE VET,Lowest,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
18590,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Melbourne,M,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
18591,SOUTH-WESTERN VICTORIA,Metropolitan,Catholic,Moonee Valley,F,VCE non-VET,Highest,Australia,No,Certificates/diplomas,Certificates/diplomas
18592,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Boroondara,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18593,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Frankston,M,VCE non-VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
18594,NORTH-EASTERN VICTORIA,Metropolitan,Government,Monash,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18595,NORTH-WESTERN VICTORIA,Metropolitan,Independent,Banyule,F,VCE non-VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
18596,NORTH-WESTERN VICTORIA,Non-Metropolitan,Government,Macedon Ranges,M,VCE VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
18597,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Brimbank,F,VCE non-VET,Lowest,Australia,No,Certificates/diplomas,Certificates/diplomas
18598,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Casey,F,VCE non-VET,Highest,Australia,No,Certificates/diplomas,Certificates/diplomas
18599,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Port Phillip,M,VCE VET,Highest,Australia,No,Certificates/diplomas,Certificates/diplomas
18600,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Boroondara,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18601,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Bayside,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18602,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Port Phillip,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18603,NORTH-WESTERN VICTORIA,Metropolitan,Catholic,Banyule,F,VCE non-VET,Lowest,Australia,No,Bachelor degree,Bachelor degree
18604,NORTH-WESTERN VICTORIA,Metropolitan,Independent,Banyule,F,VCE non-VET,Highest,Australia,Yes,Bachelor degree,Bachelor degree
18605,NORTH-EASTERN VICTORIA,Metropolitan,Government,Boroondara,F,VCE non-VET,Highest,Indonesia,No,Bachelor degree,Bachelor degree
18606,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Boroondara,M,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
18607,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Whitehorse,F,VCE VET,Highest,New Zealand,No,Bachelor degree,Bachelor degree
18608,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Greater Dandenong,F,VCE non-VET,Upper-middle,Australia,Yes,Certificates/diplomas,Certificates/diplomas
18609,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Kingston,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18610,NORTH-WESTERN VICTORIA,Metropolitan,Government,Darebin,F,VCAL only,Highest,Australia,No,Certificates/diplomas,Certificates/diplomas
18611,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Boroondara,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18612,NORTH-EASTERN VICTORIA,Metropolitan,Government,Monash,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18613,NORTH-EASTERN VICTORIA,Metropolitan,Government,Monash,F,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
18614,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Maroondah,F,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
18615,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Kingston,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18616,NORTH-WESTERN VICTORIA,Metropolitan,Government,Yarra,M,VCE non-VET,Highest,Australia,No,Certificates/diplomas,Certificates/diplomas
18617,NORTH-WESTERN VICTORIA,Metropolitan,Government,Moreland,F,VCE non-VET,Highest,Australia,No,Employed,Employed
18618,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Wyndham,F,VCAL only,Upper-middle,Australia,No,Employed,Employed
18619,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Warrnambool,F,VCE VET,Upper-middle,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
18620,NORTH-WESTERN VICTORIA,Metropolitan,Government,Yarra,F,VCE non-VET,Upper-middle,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
18621,NORTH-WESTERN VICTORIA,Metropolitan,Government,Hume,F,VCE non-VET,Upper-middle,Australia,No,Employed,Employed
18622,NORTH-EASTERN VICTORIA,Non-Metropolitan,Catholic,Greater Shepparton,F,VCE non-VET,Lower-middle,Australia,No,Employed,Employed
18623,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Yarra Ranges,M,VCE non-VET,Upper-middle,Australia,No,Employed,Employed
18624,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Yarra Ranges,M,VCE non-VET,Upper-middle,Australia,No,Certificates/diplomas,Certificates/diplomas
18625,NORTH-EASTERN VICTORIA,Non-Metropolitan,Catholic,Mitchell,F,VCE non-VET,Highest,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
18626,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Kingston,M,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
18627,NORTH-EASTERN VICTORIA,Metropolitan,Government,Knox,F,VCE non-VET,Highest,Australia,No,Employed,Employed
18628,NORTH-WESTERN VICTORIA,Metropolitan,Government,Hume,F,VCE VET,Lower-middle,Australia,No,Certificates/diplomas,Certificates/diplomas
18629,NORTH-WESTERN VICTORIA,Metropolitan,Catholic,Darebin,F,VCE non-VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
18630,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Monash,M,VCE non-VET,Lower-middle,Australia,Yes,Bachelor degree,Bachelor degree
18631,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Glen Eira,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18632,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Casey,F,VCE non-VET,Highest,South Eastern Europe,Yes,Bachelor degree,Bachelor degree
18633,SOUTH-EASTERN VICTORIA,Non-Metropolitan,Catholic,South Gippsland,F,VCE non-VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
18634,SOUTH-WESTERN VICTORIA,Metropolitan,Catholic,Wyndham,F,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
18635,NORTH-EASTERN VICTORIA,Non-Metropolitan,Catholic,Greater Shepparton,F,VCE VET,Lowest,Australia,No,Bachelor degree,Bachelor degree
18636,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Boroondara,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18637,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Stonnington,F,IB,Highest,Australia,No,Bachelor degree,Bachelor degree
18638,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Boroondara,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18639,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Bayside,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18640,NORTH-WESTERN VICTORIA,Metropolitan,Catholic,Moreland,F,VCE non-VET,Lowest,India,No,Bachelor degree,Bachelor degree
18641,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Boroondara,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18642,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Catholic,Greater Geelong,F,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
18643,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Manningham,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18644,NORTH-WESTERN VICTORIA,Metropolitan,Government,Whittlesea,F,VCE VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
18645,SOUTH-WESTERN VICTORIA,Metropolitan,Independent,Melbourne,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18646,NORTH-EASTERN VICTORIA,Metropolitan,Government,Boroondara,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18647,NORTH-EASTERN VICTORIA,Metropolitan,Government,Monash,F,VCE non-VET,Highest,Australia,Yes,Bachelor degree,Bachelor degree
18648,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Catholic,Ballarat,F,VCE non-VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
18649,NORTH-WESTERN VICTORIA,Non-Metropolitan,Government,Campaspe,F,VCE non-VET,Lowest,Australia,No,Employed,Employed
18650,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Bayside,F,VCE non-VET,Highest,Australia,No,Employed,Employed
18651,SOUTH-EASTERN VICTORIA,Non-Metropolitan,Government,Baw Baw,F,VCE non-VET,Upper-middle,Australia,No,Employed,Employed
18652,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Greater Geelong,F,VCE VET,Lower-middle,Australia,No,Certificates/diplomas,Certificates/diplomas
18653,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Warrnambool,F,VCE non-VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
18654,NORTH-WESTERN VICTORIA,Metropolitan,Government,Nillumbik,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18655,NORTH-EASTERN VICTORIA,Metropolitan,Government,Yarra Ranges,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18656,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Stonnington,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18657,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Greater Geelong,M,VCE non-VET,Lower-middle,Australia,Yes,Bachelor degree,Bachelor degree
18658,NORTH-WESTERN VICTORIA,Metropolitan,Government,Moreland,M,VCAL only,Lower-middle,Australia,No,Certificates/diplomas,Certificates/diplomas
18659,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Greater Dandenong,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18660,NORTH-EASTERN VICTORIA,Metropolitan,Government,Whitehorse,M,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
18661,SOUTH-WESTERN VICTORIA,Metropolitan,Catholic,Melbourne,F,VCAL only,Lowest,Australia,Yes,Certificates/diplomas,Certificates/diplomas
18662,SOUTH-EASTERN VICTORIA,Non-Metropolitan,Government,Latrobe,F,VCE non-VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
18663,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Hobsons Bay,M,VCAL only,Lower-middle,Thailand,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
18664,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Boroondara,F,VCE non-VET,Highest,United States of America,No,Bachelor degree,Bachelor degree
18665,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Northern Grampians,M,VCE non-VET,Lowest,Australia,No,Employed,Employed
18666,SOUTH-EASTERN VICTORIA,Non-Metropolitan,Government,Wellington,F,VCE VET,Lower-middle,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
18667,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Casey,M,VCAL only,Lower-middle,Australia,No,Employed,Employed
18668,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Greater Dandenong,M,VCAL only,Lowest,Australia,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
18669,NORTH-WESTERN VICTORIA,Metropolitan,Government,Hume,M,VCE VET,Lowest,Other,Yes,Employed,Employed
18670,NORTH-WESTERN VICTORIA,Metropolitan,Government,Hume,M,VCE non-VET,Lower-middle,Other,Yes,Bachelor degree,Bachelor degree
18671,SOUTH-WESTERN VICTORIA,Metropolitan,Adult,Melbourne,M,VCE VET,Upper-middle,Sri Lanka,Yes,Certificates/diplomas,Certificates/diplomas
18672,NORTH-EASTERN VICTORIA,Metropolitan,Government,Maroondah,F,VCAL only,Highest,Other,Yes,Employed,Employed
18673,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Maribyrnong,M,VCAL only,Lowest,Other,Yes,Certificates/diplomas,Certificates/diplomas
18674,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Monash,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18675,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Wyndham,F,VCE non-VET,Lower-middle,Australia,No,Employed,Employed
18676,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Melton,M,VCAL only,Lowest,Australia,No,Employed,Employed
18677,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Mornington Peninsula,F,VCE non-VET,Lower-middle,Australia,Yes,Bachelor degree,Bachelor degree
18678,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Catholic,Horsham,F,VCE non-VET,Lower-middle,Australia,No,Certificates/diplomas,Certificates/diplomas
18679,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Casey,M,VCE non-VET,Highest,New Zealand,No,Employed,Employed
18680,SOUTH-EASTERN VICTORIA,Non-Metropolitan,Independent,Baw Baw,M,VCE non-VET,Lower-middle,Australia,No,Certificates/diplomas,Certificates/diplomas
18681,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Catholic,Greater Geelong,F,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
18682,NORTH-WESTERN VICTORIA,Non-Metropolitan,Government,Loddon,F,VCE non-VET,Lower-middle,Australia,No,Employed,Employed
18683,NORTH-EASTERN VICTORIA,Metropolitan,Government,Boroondara,F,VCE non-VET,Highest,Vietnam,Yes,Bachelor degree,Bachelor degree
18684,NORTH-EASTERN VICTORIA,Metropolitan,Government,Knox,M,VCAL only,Upper-middle,Other,Yes,Employed,Employed
18685,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Independent,Greater Geelong,F,IB,Highest,Australia,No,Bachelor degree,Bachelor degree
18686,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Catholic,Warrnambool,F,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
18687,NORTH-WESTERN VICTORIA,Metropolitan,Government,Darebin,M,VCE non-VET,Lowest,Malaysia,Yes,Certificates/diplomas,Certificates/diplomas
18688,NORTH-EASTERN VICTORIA,Metropolitan,Government,Boroondara,F,VCE non-VET,Highest,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
18689,NORTH-WESTERN VICTORIA,Non-Metropolitan,Catholic,Mildura,M,VCE VET,Lowest,Australia,No,Bachelor degree,Bachelor degree
18690,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Casey,F,VCE non-VET,Upper-middle,Australia,No,Certificates/diplomas,Certificates/diplomas
18691,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Boroondara,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18692,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Kingston,F,VCAL only,Highest,Australia,No,Certificates/diplomas,Certificates/diplomas
18693,NORTH-WESTERN VICTORIA,Metropolitan,Government,Whittlesea,M,VCE non-VET,Upper-middle,South Africa,Yes,Certificates/diplomas,Certificates/diplomas
18694,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Greater Dandenong,M,VCE non-VET,Lowest,Afghanistan,Yes,Certificates/diplomas,Certificates/diplomas
18695,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Yarra Ranges,M,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
18696,NORTH-WESTERN VICTORIA,Metropolitan,Government,Whittlesea,M,VCE VET,Upper-middle,Sudan,No,Employed,Employed
18697,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Stonnington,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18698,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Casey,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18699,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Bayside,F,VCE VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18700,NORTH-EASTERN VICTORIA,Metropolitan,Government,Maroondah,F,VCE non-VET,Upper-middle,Other,Yes,Bachelor degree,Bachelor degree
18701,SOUTH-WESTERN VICTORIA,Metropolitan,Independent,Melton,M,VCE VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
18702,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Mornington Peninsula,F,VCE non-VET,Lower-middle,South Africa,Yes,Employed,Employed
18703,NORTH-EASTERN VICTORIA,Metropolitan,Government,Whitehorse,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18704,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Boroondara,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18705,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Port Phillip,M,VCE non-VET,Highest,Thailand,Yes,Certificates/diplomas,Certificates/diplomas
18706,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Glen Eira,M,VCE non-VET,Upper-middle,Australia,No,Certificates/diplomas,Certificates/diplomas
18707,NORTH-WESTERN VICTORIA,Non-Metropolitan,Government,Greater Bendigo,M,VCE non-VET,Lowest,Australia,No,Bachelor degree,Bachelor degree
18708,NORTH-EASTERN VICTORIA,Metropolitan,Government,Cardinia,F,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
18709,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Greater Geelong,M,VCE VET,Upper-middle,Australia,No,Certificates/diplomas,Certificates/diplomas
18710,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Stonnington,M,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
18711,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Independent,Greater Geelong,M,VCE VET,Highest,Australia,No,Certificates/diplomas,Certificates/diplomas
18712,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Greater Geelong,F,VCE VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18713,NORTH-WESTERN VICTORIA,Non-Metropolitan,Government,Loddon,F,VCE non-VET,Lowest,Australia,No,Bachelor degree,Bachelor degree
18714,NORTH-EASTERN VICTORIA,Metropolitan,Government,Monash,M,VCE non-VET,Lowest,Vietnam,Yes,Bachelor degree,Bachelor degree
18715,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Frankston,M,VCE non-VET,Lower-middle,Australia,No,Certificates/diplomas,Certificates/diplomas
18716,NORTH-EASTERN VICTORIA,Metropolitan,Government,Boroondara,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18717,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Catholic,Ballarat,M,VCE non-VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
18718,NORTH-WESTERN VICTORIA,Non-Metropolitan,Catholic,Greater Bendigo,M,VCE non-VET,Lowest,Australia,No,Bachelor degree,Bachelor degree
18719,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Maroondah,F,VCE VET,Highest,Australia,No,Certificates/diplomas,Certificates/diplomas
18720,NORTH-EASTERN VICTORIA,Metropolitan,Government,Cardinia,F,VCE VET,Upper-middle,Australia,No,Certificates/diplomas,Certificates/diplomas
18721,NORTH-WESTERN VICTORIA,Metropolitan,Government,Hume,F,VCE non-VET,Highest,Australia,No,Certificates/diplomas,Certificates/diplomas
18722,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Catholic,Warrnambool,M,VCE non-VET,Lower-middle,Australia,No,Certificates/diplomas,Certificates/diplomas
18723,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Independent,Ballarat,M,VCE VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
18724,NORTH-WESTERN VICTORIA,Metropolitan,Government,Nillumbik,M,VCE non-VET,Highest,Australia,No,Employed,Employed
18725,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Glen Eira,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18726,NORTH-WESTERN VICTORIA,Metropolitan,Government,Moreland,M,VCAL only,Lowest,Afghanistan,Yes,Employed,Employed
18727,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Greater Geelong,M,VCAL only,Upper-middle,Australia,No,Employed,Employed
18728,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Greater Dandenong,M,VCE non-VET,Lowest,Australia,Yes,Bachelor degree,Bachelor degree
18729,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Boroondara,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18730,NORTH-EASTERN VICTORIA,Metropolitan,Government,Knox,M,VCAL only,Upper-middle,Australia,No,Certificates/diplomas,Certificates/diplomas
18731,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Brimbank,M,VCAL only,Upper-middle,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
