STUDENT ID,DET_Region,METRO/NON-METRO,EDUCATION SECTOR,LOCAL GOVERNMENT AREA,SEX,STUDY STRAND,SES quartile (student residence),Country_of_birth,LOTE SPOKEN AT HOME,DESTINATION ,DESTINATION (including deferrals)
18396,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Moonee Valley,F,VCE non-VET,Highest,Australia,Yes,Bachelor degree,Bachelor degree
18397,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Stonnington,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18398,NORTH-EASTERN VICTORIA,Metropolitan,Government,Boroondara,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18399,SOUTH-WESTERN VICTORIA,Metropolitan,Catholic,Moonee Valley,F,VCAL only,Upper-middle,Australia,No,Certificates/diplomas,Certificates/diplomas
18400,NORTH-EASTERN VICTORIA,Metropolitan,Government,Monash,F,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
18401,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Catholic,Greater Geelong,F,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
18402,NORTH-WESTERN VICTORIA,Metropolitan,Catholic,Hume,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18403,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Mornington Peninsula,F,VCE VET,Highest,Australia,No,Employed,Employed
18404,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Boroondara,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18405,SOUTH-WESTERN VICTORIA,Metropolitan,Catholic,Brimbank,F,VCE non-VET,Lowest,Australia,Yes,Bachelor degree,Bachelor degree
18406,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Port Phillip,F,VCE non-VET,Upper-middle,Australia,Yes,Bachelor degree,Bachelor degree
18407,NORTH-WESTERN VICTORIA,Non-Metropolitan,Catholic,Greater Bendigo,F,VCE VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18408,SOUTH-WESTERN VICTORIA,Metropolitan,Independent,Melbourne,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18409,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Bayside,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18410,SOUTH-WESTERN VICTORIA,Metropolitan,Independent,Moonee Valley,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18411,SOUTH-WESTERN VICTORIA,Metropolitan,Independent,Moonee Valley,M,VCE non-VET,Highest,Sri Lanka,Yes,Bachelor degree,Bachelor degree
18412,SOUTH-WESTERN VICTORIA,Metropolitan,Independent,Moonee Valley,M,VCE non-VET,Upper-middle,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
18413,SOUTH-WESTERN VICTORIA,Metropolitan,Independent,Moonee Valley,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18414,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Brimbank,F,VCE non-VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
18415,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Kingston,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18416,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Monash,F,IB,Highest,Australia,No,Bachelor degree,Bachelor degree
18417,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Greater Dandenong,F,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
18418,NORTH-WESTERN VICTORIA,Metropolitan,Government,Moreland,F,VCAL only,Lowest,Australia,Yes,Certificates/diplomas,Certificates/diplomas
18419,NORTH-WESTERN VICTORIA,Metropolitan,Catholic,Whittlesea,F,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
18420,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Maribyrnong,F,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
18421,NORTH-EASTERN VICTORIA,Metropolitan,Government,Manningham,M,VCE non-VET,Highest,Australia,Yes,Bachelor degree,Bachelor degree
18422,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Casey,F,VCE VET,Lower-middle,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
18423,SOUTH-WESTERN VICTORIA,Metropolitan,Catholic,Hobsons Bay,F,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
18424,NORTH-EASTERN VICTORIA,Metropolitan,Government,Boroondara,F,VCE non-VET,Upper-middle,New Zealand,No,Bachelor degree,Bachelor degree
18425,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Boroondara,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18426,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Kingston,F,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
18427,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Moonee Valley,M,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
18428,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Yarra Ranges,F,VCE VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18429,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Boroondara,M,VCE non-VET,Highest,Australia,Yes,Bachelor degree,Bachelor degree
18430,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Boroondara,F,VCE non-VET,Highest,Australia,Yes,Bachelor degree,Bachelor degree
18431,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Boroondara,F,VCE non-VET,Highest,China (excl. SARs and Taiwan Province),No,Apprenticeship/traineeship,Apprenticeship/traineeship
18432,SOUTH-WESTERN VICTORIA,Metropolitan,Catholic,Hobsons Bay,F,VCE non-VET,Highest,Australia,No,Certificates/diplomas,Certificates/diplomas
18433,SOUTH-WESTERN VICTORIA,Metropolitan,Catholic,Hobsons Bay,F,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
18434,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Boroondara,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18435,NORTH-WESTERN VICTORIA,Metropolitan,Catholic,Darebin,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18436,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Bayside,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18437,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Manningham,M,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
18438,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Manningham,F,VCE non-VET,Highest,South Africa,Yes,Bachelor degree,Bachelor degree
18439,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Catholic,Warrnambool,F,VCE non-VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
18440,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Boroondara,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18441,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Whitehorse,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18442,NORTH-EASTERN VICTORIA,Non-Metropolitan,Catholic,Mitchell,F,VCE VET,Upper-middle,Australia,No,Certificates/diplomas,Certificates/diplomas
18443,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Bayside,F,VCE non-VET,Highest,Hong Kong (SAR of China),No,Bachelor degree,Bachelor degree
18444,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Maroondah,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18445,SOUTH-WESTERN VICTORIA,Metropolitan,Catholic,Brimbank,F,VCE VET,Lowest,Australia,No,Bachelor degree,Bachelor degree
18446,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Whitehorse,F,VCE non-VET,Upper-middle,Other,No,Bachelor degree,Bachelor degree
18447,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Independent,Greater Geelong,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18448,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Whitehorse,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18449,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Independent,Greater Geelong,F,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
18450,NORTH-WESTERN VICTORIA,Metropolitan,Government,Yarra,F,VCE non-VET,Highest,Malaysia,Yes,Bachelor degree,Bachelor degree
18451,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Wyndham,F,VCE non-VET,Lower-middle,Canada,Yes,Bachelor degree,Bachelor degree
18452,SOUTH-EASTERN VICTORIA,Non-Metropolitan,Independent,Bass Coast,F,VCE non-VET,Lowest,Australia,No,Bachelor degree,Bachelor degree
18453,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Boroondara,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18454,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Catholic,Colac-Otway,F,VCE non-VET,Lowest,Australia,No,Bachelor degree,Bachelor degree
18455,NORTH-WESTERN VICTORIA,Metropolitan,Catholic,Whittlesea,F,VCE VET,Lowest,Australia,No,Certificates/diplomas,Certificates/diplomas
18456,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Stonnington,F,VCE VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18457,NORTH-WESTERN VICTORIA,Metropolitan,Government,Hume,F,VCE VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
18458,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Boroondara,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18459,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Monash,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18460,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Maroondah,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18461,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Whitehorse,F,IB,Highest,Australia,No,Bachelor degree,Bachelor degree
18462,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Independent,Greater Geelong,F,IB,Highest,New Zealand,Yes,Bachelor degree,Bachelor degree
18463,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Mornington Peninsula,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18464,NORTH-WESTERN VICTORIA,Metropolitan,Independent,Banyule,F,VCE non-VET,Highest,Australia,Yes,Bachelor degree,Bachelor degree
18465,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Glen Eira,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18466,SOUTH-WESTERN VICTORIA,Metropolitan,Catholic,Wyndham,F,VCE non-VET,Upper-middle,Australia,No,Certificates/diplomas,Certificates/diplomas
18467,SOUTH-WESTERN VICTORIA,Metropolitan,Catholic,Moonee Valley,F,VCE non-VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
18468,SOUTH-WESTERN VICTORIA,Metropolitan,Catholic,Moonee Valley,F,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
18469,SOUTH-WESTERN VICTORIA,Metropolitan,Independent,Moonee Valley,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18470,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Boroondara,F,VCE VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18471,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Boroondara,F,VCE non-VET,Highest,Australia,Yes,Bachelor degree,Bachelor degree
18472,NORTH-EASTERN VICTORIA,Metropolitan,Government,Whitehorse,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18473,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Casey,F,VCE non-VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
18474,NORTH-EASTERN VICTORIA,Non-Metropolitan,Independent,Greater Shepparton,M,VCE non-VET,Lowest,Australia,No,Bachelor degree,Bachelor degree
18475,NORTH-WESTERN VICTORIA,Metropolitan,Government,Darebin,F,VCE VET,Lowest,Australia,No,Employed,Employed
18476,NORTH-WESTERN VICTORIA,Metropolitan,Government,Banyule,F,VCAL only,Upper-middle,Australia,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
18477,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Stonnington,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18478,NORTH-EASTERN VICTORIA,Non-Metropolitan,Government,Mansfield,F,VCE VET,Highest,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
18479,NORTH-EASTERN VICTORIA,Metropolitan,Government,Yarra Ranges,F,VCE non-VET,Upper-middle,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
18480,NORTH-WESTERN VICTORIA,Non-Metropolitan,Catholic,Macedon Ranges,F,VCAL only,Upper-middle,Australia,No,Employed,Employed
18481,NORTH-EASTERN VICTORIA,Metropolitan,Government,Maroondah,M,VCE VET,Highest,Australia,No,Employed,Employed
18482,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Monash,M,VCE non-VET,Lowest,Australia,Yes,Bachelor degree,Bachelor degree
18483,NORTH-EASTERN VICTORIA,Metropolitan,Government,Boroondara,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18484,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Casey,F,VCAL only,Highest,Australia,No,Employed,Employed
18485,NORTH-WESTERN VICTORIA,Metropolitan,Adult,Hume,F,VCE VET,Lowest,Other,Yes,Bachelor degree,Bachelor degree
18486,NORTH-WESTERN VICTORIA,Metropolitan,Independent,Nillumbik,F,VCE VET,Lower-middle,Australia,No,Employed,Employed
18487,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Knox,M,VCAL only,Upper-middle,Australia,No,Employed,Employed
18488,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Stonnington,F,VCE non-VET,Highest,Australia,Yes,Employed,Employed
18489,NORTH-WESTERN VICTORIA,Metropolitan,Independent,Nillumbik,F,VCE VET,Highest,South Africa,No,Employed,Employed
18490,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Catholic,Greater Geelong,M,VCE non-VET,Lowest,Australia,No,Employed,Employed
18491,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Warrnambool,F,VCAL only,Upper-middle,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
18492,NORTH-WESTERN VICTORIA,Metropolitan,Government,Whittlesea,F,VCE non-VET,Upper-middle,Australia,No,Employed,Employed
18493,SOUTH-EASTERN VICTORIA,Non-Metropolitan,Government,Latrobe,M,VCE VET,Lowest,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
18494,NORTH-WESTERN VICTORIA,Non-Metropolitan,Government,Campaspe,F,VCAL only,Lower-middle,Australia,Yes,Employed,Employed
18495,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Frankston,F,VCE non-VET,Upper-middle,Australia,No,Employed,Employed
18496,NORTH-WESTERN VICTORIA,Metropolitan,Independent,Nillumbik,F,VCE VET,Lower-middle,South Africa,No,Apprenticeship/traineeship,Apprenticeship/traineeship
18497,NORTH-WESTERN VICTORIA,Metropolitan,Independent,Nillumbik,F,VCE VET,Lowest,Australia,No,Employed,Employed
18498,NORTH-EASTERN VICTORIA,Metropolitan,Government,Yarra Ranges,F,VCE VET,Lower-middle,Australia,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
18499,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Greater Geelong,F,VCAL only,Lowest,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
18500,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Mornington Peninsula,F,VCE non-VET,Highest,United Kingdom,No,Employed,Employed
18501,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Warrnambool,F,VCE non-VET,Lower-middle,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
18502,NORTH-WESTERN VICTORIA,Metropolitan,Government,Hume,F,VCE non-VET,Upper-middle,Australia,No,Employed,Employed
18503,NORTH-EASTERN VICTORIA,Non-Metropolitan,Government,Towong,F,VCE VET,Lowest,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
18504,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Colac-Otway,F,VCE non-VET,Upper-middle,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
18505,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Warrnambool,F,VCE VET,Lower-middle,Australia,No,Employed,Employed
18506,SOUTH-WESTERN VICTORIA,Metropolitan,Catholic,Wyndham,F,VCE non-VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
18507,NORTH-WESTERN VICTORIA,Metropolitan,Independent,Nillumbik,F,VCE VET,Lowest,Australia,No,Employed,Employed
18508,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Independent,Greater Geelong,F,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
18509,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Mornington Peninsula,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18510,NORTH-EASTERN VICTORIA,Metropolitan,Government,Maroondah,F,VCE non-VET,Highest,Australia,No,Employed,Employed
18511,NORTH-EASTERN VICTORIA,Metropolitan,Government,Knox,F,VCAL only,Highest,Australia,No,Certificates/diplomas,Certificates/diplomas
18512,NORTH-WESTERN VICTORIA,Metropolitan,Catholic,Darebin,F,VCE VET,Highest,Australia,No,Employed,Employed
18513,SOUTH-WESTERN VICTORIA,Metropolitan,Catholic,Brimbank,F,VCE VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
18514,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Whitehorse,F,VCE non-VET,Highest,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
18515,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Moonee Valley,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18516,SOUTH-WESTERN VICTORIA,Metropolitan,Independent,Moonee Valley,M,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
18517,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Boroondara,F,VCE VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18518,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Mornington Peninsula,F,VCE non-VET,Highest,Australia,No,Certificates/diplomas,Certificates/diplomas
18519,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Greater Dandenong,F,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
18520,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Boroondara,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18521,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Stonnington,M,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
18522,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Glen Eira,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18523,NORTH-WESTERN VICTORIA,Metropolitan,Government,Banyule,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18524,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Maroondah,F,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
18525,NORTH-WESTERN VICTORIA,Metropolitan,Government,Hume,M,VCE non-VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
18526,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Yarra Ranges,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18527,NORTH-WESTERN VICTORIA,Metropolitan,Catholic,Whittlesea,F,VCE non-VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
18528,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Maribyrnong,F,VCE non-VET,Lowest,Australia,No,Bachelor degree,Bachelor degree
18529,NORTH-WESTERN VICTORIA,Metropolitan,Government,Nillumbik,F,VCE non-VET,Highest,United Kingdom,No,Bachelor degree,Bachelor degree
18530,NORTH-EASTERN VICTORIA,Metropolitan,Government,Whitehorse,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18531,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Greater Dandenong,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18532,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Casey,M,VCE VET,Upper-middle,Australia,No,Certificates/diplomas,Certificates/diplomas
18533,NORTH-WESTERN VICTORIA,Metropolitan,Government,Whittlesea,F,VCE VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
18534,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Wyndham,F,VCE VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
18535,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Yarra Ranges,F,VCE VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
18536,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Maroondah,F,IB,Highest,Australia,No,Bachelor degree,Bachelor degree
18537,SOUTH-EASTERN VICTORIA,Non-Metropolitan,Independent,Bass Coast,F,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
18538,NORTH-EASTERN VICTORIA,Metropolitan,Government,Whitehorse,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18539,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Greater Dandenong,F,VCE non-VET,Upper-middle,Australia,Yes,Bachelor degree,Bachelor degree
18540,NORTH-EASTERN VICTORIA,Non-Metropolitan,Catholic,Alpine,F,VCE non-VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
18541,NORTH-WESTERN VICTORIA,Metropolitan,Government,Darebin,F,VCE non-VET,Upper-middle,Australia,No,Employed,Employed
18542,SOUTH-EASTERN VICTORIA,Non-Metropolitan,Government,Latrobe,M,VCE VET,Highest,Australia,No,Employed,Employed
18543,NORTH-WESTERN VICTORIA,Metropolitan,Government,Whittlesea,F,VCE non-VET,Highest,United Kingdom,No,Bachelor degree,Bachelor degree
18544,SOUTH-EASTERN VICTORIA,Non-Metropolitan,Government,Wellington,F,VCE non-VET,Lower-middle,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
18545,NORTH-WESTERN VICTORIA,Metropolitan,Government,Whittlesea,F,VCE VET,Lowest,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
18546,NORTH-WESTERN VICTORIA,Metropolitan,Independent,Banyule,F,VCE non-VET,Highest,Australia,Yes,Bachelor degree,Bachelor degree
18547,NORTH-EASTERN VICTORIA,Non-Metropolitan,Catholic,Benalla,F,VCE VET,Lowest,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
18548,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Boroondara,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18549,NORTH-EASTERN VICTORIA,Metropolitan,Government,Boroondara,F,VCE non-VET,Highest,India,No,Bachelor degree,Bachelor degree
18550,NORTH-WESTERN VICTORIA,Metropolitan,Government,Nillumbik,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18551,NORTH-EASTERN VICTORIA,Metropolitan,Government,Boroondara,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18552,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Cardinia,F,VCE non-VET,Upper-middle,Australia,No,Certificates/diplomas,Certificates/diplomas
18553,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Maroondah,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18554,SOUTH-WESTERN VICTORIA,Metropolitan,Independent,Melbourne,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18555,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Kingston,M,VCE non-VET,Highest,United Kingdom,No,Bachelor degree,Bachelor degree
18556,NORTH-EASTERN VICTORIA,Metropolitan,Government,Maroondah,M,VCE non-VET,Highest,Australia,No,Employed,Employed
18557,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Catholic,Greater Geelong,M,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
18558,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Boroondara,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18559,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Boroondara,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18560,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Boroondara,F,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
18561,NORTH-WESTERN VICTORIA,Metropolitan,Government,Nillumbik,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18562,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Monash,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18563,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Stonnington,M,VCE non-VET,Highest,Australia,Yes,Bachelor degree,Bachelor degree
18564,SOUTH-EASTERN VICTORIA,Non-Metropolitan,Government,Wellington,F,VCE non-VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
18565,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Wyndham,M,VCE non-VET,Upper-middle,Australia,Yes,Bachelor degree,Bachelor degree
18566,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Ballarat,M,VCE VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
18567,NORTH-WESTERN VICTORIA,Non-Metropolitan,Government,Campaspe,F,VCE VET,Lowest,Australia,No,Employed,Employed
18568,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Mornington Peninsula,F,VCE non-VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
18569,NORTH-WESTERN VICTORIA,Metropolitan,Government,Yarra,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18570,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Manningham,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
18571,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Monash,F,VCE non-VET,Upper-middle,Australia,Yes,Bachelor degree,Bachelor degree
18572,SOUTH-EASTERN VICTORIA,Non-Metropolitan,Catholic,Wellington,F,VCAL only,Lower-middle,Australia,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
18573,NORTH-EASTERN VICTORIA,Metropolitan,Government,Yarra Ranges,F,VCE non-VET,Highest,Australia,No,Employed,Employed
18574,NORTH-WESTERN VICTORIA,Non-Metropolitan,Catholic,Mildura,M,VCE non-VET,Lowest,Australia,Yes,Employed,Employed
18575,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Greater Dandenong,F,VCE non-VET,Lowest,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
18576,NORTH-EASTERN VICTORIA,Metropolitan,Government,Yarra Ranges,F,VCAL only,Upper-middle,Australia,No,Employed,Employed
18577,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Independent,Greater Geelong,F,VCE non-VET,Lower-middle,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
